Act,Scene,Line,Text
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,27,"SPIEGEL. (shakes his head). No, no! that cannot be! Impossible, brother!
      You are not in earnest! Tell me! most sweet brother, is it not poverty
      which has brought you to this mood? Come! let me tell you a little story
      of my youthful days. There was a ditch close to my house, eight feet wide
      at the least, which we boys were trying to leap over for a wager. But it
      was no go. Splash! there you lay sprawling, amidst hisses and roars of
      laughter, and a relentless shower of snowballs. By the side of my house a
      hunter's dog was lying chained, a savage beast, which would catch the
      girls by their petticoats with the quickness of lightning if they
      incautiously passed too near him. Now it was my greatest delight to tease
      this brute in every possible way; and it was enough to make one burst with
      laughing to see the beast fix his eyes on me with such fierceness that he
      seemed ready to tear me to pieces if he could but get at me. Well, what
      happened? Once, when I was amusing myself in this manner, I hit him such a
      bang in the ribs with a stone that in his fury he broke loose and ran
      right upon me. I tore away like lightning, but�devil take it!�that
      confounded ditch lay right in my way. What was to be done? The dog was
      close at my heels and quite furious; there was no time to deliberate. I
      took a spring and cleared the ditch. To that leap I was indebted for life
      and limb; the beast would have torn me to atoms."
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,28,CHARLES VON M. And to what does all this tend?
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,29,"SPIEGEL. To this�that you may be taught that strength grows with the
      occasion. For which reason I never despair even when things are the worst.
      Courage grows with danger. Powers of resistance increase by pressure. It
      is evident by the obstacles she strews in my path that fate must have
      designed me for a great man."
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,30,"CHARLES VON M. (angrily). I am not aware of anything for which we still
      require courage, and have not already shown it."
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,31,"SPIEGEL. Indeed! And so you mean to let your gifts go to waste? To bury
      your talent? Do you think your paltry achievements at Leipsic amount to
      the ne plus ultra of genius? Let us but once get to the great world�Paris
      and London! where you get your ears boxed if you salute a man as honest.
      It is a real jubilee to practise one's handicraft there on a grand scale.
      How you will stare! How you will open your eyes! to see signatures forged;
      dice loaded; locks picked, and strong boxes gutted; all that you shall
      learn of Spiegelberg! The rascal deserves to be hanged on the first
      gallows that would rather starve than manipulate with his fingers."
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,32,"CHARLES VON M. (in a fit of absence). How now? I should not wonder if your
      proficiency went further still."
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,33,"SPIEGEL. I begin to think you mistrust me. Only wait till I have grown
      warm at it; you shall see wonders; your little brain shall whirl clean
      round in your pericranium when my teeming wit is delivered. (He rises
      excited.) How it clears up within me! Great thoughts are dawning in on my
      soul! Gigantic plans are fermenting in my creative brain. Cursed lethargy
      (striking his forehead), which has hitherto enchained my faculties,
      cramped and fettered my prospects! I awake; I feel what I am�and
      what I am to be!"
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,34,CHARLES VON M. You are a fool! The wine is swaggering in your brain.
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,35,"SPIEGEL. (more excited). Spiegelberg, they will say, art thou a magician,
      Spiegelberg? 'Tis a pity, the king will say, that thou wert not made a
      general, Spiegelberg, thou wouldst have thrust the Austrians through a
      buttonhole. Yes, I hear the doctors lamenting, 'tis a crying shame that he
      was not bred to medicine, he would have discovered the elixir vitae.
      Ay, and that he did not take to financiering, the Sullys will deplore in
      their cabinets,�he would have turned flints into louis-d'ors by his
      magic. And Spiegelberg will be the word from east to west; then down into
      the dirt with you, ye cowards, ye reptiles, while Spiegelberg soars with
      outspread wings to the temple of everlasting fame."
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,36,"CHARLES VON M. A pleasant journey to you! I leave you to climb to the
      summit of glory on the pillars of infamy. In the shade of my ancestral
      groves, in the arms of my Amelia, a nobler joy awaits me. I have already,
      last week, written to my father to implore his forgiveness, and have not
      concealed the least circumstance from him; and where there is sincerity
      there is compassion and help. Let us take leave of each other, Moritz.
      After this day we shall meet no more. The post has arrived. My father's
      forgiveness must already be within the walls of this town."
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,37,"Enter SCHWEITZER, GRIMM, ROLLER, SCHUFTERLE, and RAZMAN."
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,38,ROLLER. Are you aware that they are on our track!
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,39,GRIMM. That we are not for a moment safe from being taken?
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,40,"CHARLES VON M. I don't wonder at it. It must be as it will! Have none of
      you seen Schwarz? Did he say anything about having a letter for me?"
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,41,"ROLLER. He has been long in search of you on some such errand, I suspect."
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,42,"CHARLES VON M. Where is he? where, where? (is about to rush off in haste)."
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,43,ROLLER. Stay! we have appointed him to come here. You tremble?
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,44,"CHARLES VON M. I do not tremble. Why should I tremble? Comrades, this
      letter�rejoice with me! I am the happiest man under the sun; why
      should I tremble?"
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,45,
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,46,
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,47,Enter SCHWARZ.
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,48,"CHARLES VON M. (rushes towards him). Brother, brother! the letter, the
      letter!"
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,49,"SCHW. (gives him a letter, which he opens hastily). What's the matter? You
      have grown as pale as a whitewashed wall!"
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,50,CHARLES VON M. My brother's hand!
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,51,SCHW. What the deuce is Spiegelberg about there?
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,52,GRIMM. The fellow's mad. He jumps about as if he had St. Vitus' dance.
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,53,"SCHUF. His wits are gone a wool gathering! He's making verses, I'll be
      sworn!"
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,54,RAZ. Spiegelberg! Ho! Spiegelberg! The brute does not hear.
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,55,GRIMM. (shakes him). Hallo! fellow! are you dreaming? or�
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,56,"SPIEGEL. (who has all this time been making gestures in a corner of the
      room, as if working out some great project, jumps up wildly). Your money
      or your life! (He catches SCHWEITZER by the throat, who very coolly flings
      him against the wall; Moor drops the letter and rushes out. A general
      sensation.)"
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,57,ROLLER. (calling after him). Moor! where are you going? What's the matter?
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,58,GRIMM. What ails him? What has he been doing? He is as pale as death.
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,59,SCHW. He must have got strange news. Just let us see!
ACT I.,SCENE II.�A Tavern on the Frontier of Saxony.,60,"ROLLER. (picks up the letter from the ground, and reads). ""Unfortunate
      brother!""�a pleasant beginning�""I have only briefly to inform
      you that you have nothing more to hope for. You may go, your father
      directs me to tell you, wherever your own vicious propensities lead. Nor
      are you to entertain, he says, any hope of ever gaining pardon by weeping
      at his feet, unless you are prepared to fare upon bread and water in the
      lowest dungeon of his castle until your hair shall outgrow eagles'
      feathers, and your nails the talons of a vulture. These are his very
      words. He commands me to close the letter. Farewell forever! I pity you."
